ID_Perusahaan,ID_Tender,Spread_SPD_Scaled,Relative_Diff_RD_Scaled,Geographic_Diff_Scaled
91,192,0.6039112,0.3307367,0.9334291
639,33,0.8965315,0.4128966,0.6782817
983,73,0.49747068,0.89920723,0.05698457
613,23,0.023898643,0.9150671,0.96029055
553,38,0.19457248,0.81364435,0.14264517
153,158,0.6372662,0.30268902,0.8729121
583,159,0.0392911,0.89166397,0.4193913
4,199,0.16350302,0.8250288,0.91550153
238,84,0.34581062,0.09253493,0.104026355
745,48,0.74039143,0.66369575,0.2849631
858,121,0.055629004,0.787106,0.07725471
875,37,0.80164444,0.9132727,0.37805927
720,95,0.9820906,0.34040648,0.05083849
495,122,0.35131517,0.38844883,0.65643096
237,15,0.017117754,0.95132804,0.05612087
793,165,0.03341225,0.115725785,0.6419783
743,102,0.16434321,0.32734635,0.064150766
438,150,0.07127093,0.19356354,0.3999056
666,107,0.915657,0.1509545,0.4650109
923,3,0.70472676,0.11584033,0.13379854
986,146,0.13340558,0.071291246,0.43539762
467,66,0.019728847,0.5277,0.057123605
876,192,0.29719502,0.98487496,0.16721117
839,170,0.054669186,0.98359615,0.32872406
545,66,0.3488729,0.4576277,0.9608359
388,195,0.46330497,0.03714204,0.0078068194
737,90,0.91984737,0.7001114,0.4856611
389,73,0.36798733,0.7508466,0.7482927
425,94,0.7966361,0.33445087,0.70227873
30,133,0.315695,0.85268337,0.082361564
252,120,0.09164859,0.5832482,0.5428766
642,166,0.63617814,0.8341551,0.9451229
853,72,0.47547862,0.46197268,0.5010974
576,26,0.0976303,0.18897784,0.48600572
527,74,0.36279336,0.18199955,0.8297681
976,165,0.48958424,0.372819,0.9720328
22,65,0.0018095105,0.46351397,0.561199
239,102,0.42274693,0.81665677,0.56565756
234,120,0.022081863,0.28862292,0.98874706
780,185,0.18322958,0.882992,0.5639036
369,126,0.54569554,0.6412713,0.8295545
403,63,0.40321368,0.30824178,0.090787314
464,14,0.032251928,0.14516975,0.9332782
733,161,0.9278183,0.49245968,0.5427754
641,43,0.6441963,0.47347593,0.5046488
731,173,0.8132808,0.22024919,0.17078765
657,84,0.24830964,0.28083506,0.6306662
725,41,0.9357835,0.28561902,0.30983853
482,177,0.032251477,0.077126,0.8612921
704,85,0.01977303,0.2973938,0.6383804
17,128,0.9141539,0.06367684,0.5200465
958,58,0.03296797,0.87926495,0.80941963
907,61,0.8342598,0.082171716,0.284338
468,108,0.9854063,0.6293656,0.42710713
455,170,0.051168613,0.40905827,0.7577304
984,24,0.4870748,0.10774266,0.37024647
717,127,0.9136037,0.5762552,0.29511005
150,28,0.0035006877,0.74613386,0.5220172
8,127,0.085790366,0.3361408,0.58781487
573,166,0.03253917,0.08557132,0.7301949
693,32,0.6668416,0.012867231,0.6675138
261,70,0.022394748,0.7774024,0.78249454
71,1,0.18748918,0.25061333,0.97658074
192,187,0.6333924,0.20942542,0.46188676
834,15,0.20618153,0.27931038,0.87213665
467,118,0.04565389,0.058125865,0.57884204
628,121,0.0014800275,0.124635026,0.36156556
49,199,0.75946105,0.47326994,0.7452009
486,193,0.38861728,0.21280527,0.99144095
684,45,0.4283281,0.5715931,0.08431167
609,173,0.34673658,0.55845356,0.8101788
670,36,0.24430601,0.42363808,0.60239
904,123,0.787913,0.07537554,0.71994525
371,90,0.08934883,0.63511807,0.58877367
698,105,0.7062986,0.9446188,0.23701666
362,63,0.31474832,0.7325205,0.70083463
795,106,0.42552006,0.25562242,0.8423642
881,140,0.06418341,0.42634985,0.7110501
199,181,0.022186955,0.93493897,0.793978
552,100,0.23605487,0.09928654,0.032172967
64,160,0.5991695,0.87736565,0.5755452
434,60,0.6457189,0.46564546,0.9765996
452,122,0.09183308,0.72684824,0.33848965
800,134,0.8436691,0.18017603,0.76995033
160,26,0.41690928,0.12475968,0.026868924
743,30,0.40938705,0.50828373,0.9907485
368,27,0.32323363,0.7715756,0.18148598
826,59,0.04249963,0.8970839,0.071422905
239,138,0.8161664,0.56548077,0.53412753
536,49,0.058435123,0.9663674,0.044314113
362,195,0.8742023,0.44424054,0.27899522
242,65,0.04800314,0.3433324,0.33057457
218,165,0.05719433,0.61483663,0.3413357
466,72,0.61576086,0.37868023,0.99226105
729,72,0.08806851,0.8872982,0.32813022
537,12,0.19779001,0.7529878,0.8021534
424,55,0.4385694,0.7796775,0.22418953
445,8,0.11631782,0.28178385,0.5279781
82,101,0.3668294,0.26832187,0.24454926
811,45,0.084199525,0.71654326,0.91534394
817,25,0.5392979,0.819176,0.39290297
856,70,0.9417894,0.14827842,0.12232237
818,27,0.3495698,0.62325364,0.22549129
697,182,0.89420813,0.09060745,0.11352257
0,199,0.38781187,0.18606974,0.42163208
886,150,0.50830984,0.4289714,0.6044407
292,178,0.78580976,0.8082639,0.4314359
203,136,0.9665958,0.41184714,0.4584851
525,23,0.76264733,0.93888974,0.56262445
678,167,0.4424986,0.6608467,0.43695047
880,154,0.7049551,0.80275154,0.4701506
101,121,0.61920744,0.9654955,0.36832008
256,43,0.4529214,0.019029208,0.10340687
467,23,0.084013365,0.76799977,0.0073230844
888,181,0.9533225,0.10229414,0.27015516
936,50,0.78196126,0.15784363,0.6142723
890,128,0.28591573,0.5639215,0.8411264
394,15,0.600537,0.123742245,0.3265099
623,51,0.2531839,0.31562713,0.67506486
231,194,0.32651576,0.8687526,0.11703662
410,167,0.6004348,0.8078836,0.047446363
126,117,0.9911034,0.03714982,0.688582
941,99,0.14331695,0.8393279,0.7041529
557,58,0.76034015,0.37385356,0.9362684
566,106,0.16339348,0.2020895,0.3744465
519,16,0.5135852,0.8771795,0.95131403
619,5,0.07555733,0.34818906,0.8062132
336,75,0.21355958,0.55375046,0.75001484
982,20,0.16454941,0.68955576,0.9608653
796,17,0.15077129,0.48855335,0.9550834
737,15,0.30836654,0.751856,0.88656425
388,188,0.8125271,0.29030898,0.54953396
992,195,0.7004191,0.4691357,0.9222108
758,128,0.88404006,0.7695627,0.0061700353
512,187,0.31423017,0.7898262,0.11628228
562,109,0.4259049,0.82191956,0.42645028
327,182,0.7976844,0.31250706,0.5461697
254,147,0.028450219,0.94909286,0.4054377
679,152,0.41344342,0.58183944,0.3310017
394,154,0.88571703,0.20209283,0.80525583
529,77,0.6684929,0.28980744,0.5064347
943,183,0.1771335,0.93495375,0.8773894
261,136,0.09845566,0.98825306,0.89377344
458,131,0.19958888,0.17749755,0.17973131
986,125,0.85340935,0.8747713,0.54800177
593,81,0.20124538,0.994112,0.90629846
749,53,0.09371374,0.14443915,0.24983694
332,116,0.912774,0.48127994,0.34193048
249,190,0.6142036,0.38727885,0.8833827
171,52,0.94356585,0.21969064,0.6735771
380,52,0.074077964,0.111624695,0.848201
269,156,0.21074234,0.686992,0.0018400763
455,187,0.25804418,0.5442714,0.84972596
719,116,0.570027,0.035169806,0.91336876
403,156,0.8374768,0.6604495,0.9310524
670,37,0.83021545,0.13176367,0.17754781
361,199,0.633117,0.9761593,0.4147
877,41,0.7454003,0.30282345,0.42650062
891,26,0.8877228,0.7045614,0.11268826
425,126,0.3220072,0.61752164,0.29055345
218,110,0.09125365,0.4495125,0.42332312
951,140,0.09669309,0.09581387,0.84393096
972,141,0.56762123,0.33602506,0.19054882
533,13,0.8932708,0.08598651,0.20840459
537,27,0.33126897,0.8117371,0.9344329
675,135,0.8837253,0.6182124,0.7489034
979,105,0.21137781,0.038256273,0.39318457
404,180,0.6436761,0.84455013,0.4261768
762,164,0.2454675,0.0014128451,0.7768236
66,41,0.24146129,0.080020174,0.86550546
718,30,0.92561746,0.7502979,0.49999866
713,72,0.73473406,0.55148274,0.45292905
776,199,0.13234396,0.756685,0.4953139
188,173,0.3325628,0.651182,0.7606759
119,6,0.58914113,0.6771794,0.73857975
317,14,0.92726743,0.9183134,0.88900816
826,159,0.020977097,0.43671393,0.55032206
472,196,0.03903589,0.3611395,0.57091004
969,177,0.11405743,0.82592654,0.51971966
701,33,0.27330947,0.14779711,0.2848192
111,38,0.17174575,0.81851655,0.647144
150,186,0.085665695,0.41029066,0.64327085
480,48,0.40429556,0.49551067,0.036720138
795,111,0.49646285,0.057419363,0.79449105
503,197,0.14653942,0.2442882,0.85623616
862,181,0.77117616,0.84962523,0.708949
423,81,0.38988757,0.8720297,0.2788469
762,193,0.5280473,0.31270492,0.66936797
387,79,0.13230097,0.737984,0.15367731
374,26,0.6082702,0.7820139,0.3829287
356,58,0.30736998,0.4178441,0.31477538
990,136,0.99103934,0.58283025,0.7740738
872,188,0.8814795,0.6540111,0.3332969
134,30,0.036414206,0.55796546,0.8515442
121,56,0.93936133,0.29155055,0.58781934
31,71,0.590144,0.8057739,0.51466376
326,78,0.35712147,0.90473574,0.7612777
561,169,0.2836933,0.8321409,0.5874745
375,165,0.54893535,0.9737403,0.5145898
228,84,0.2994457,0.73322237,0.96311724
487,179,0.13185579,0.16132033,0.92216337
60,146,0.0061679287,0.91729677,0.7377757
886,180,0.46909282,0.040524542,0.966291
462,146,0.21149449,0.3162966,0.10163332
928,18,0.7422202,0.8864755,0.31951442
940,95,0.08786646,0.4588487,0.8380724
622,19,0.6474042,0.13376354,0.50828236
695,177,0.05967096,0.068547174,0.68817985
261,175,0.06303825,0.34263048,0.9075844
376,111,0.74611473,0.7061553,0.7134021
424,35,0.6932755,0.50633496,0.11950403
763,171,0.06341839,0.1950288,0.0931178
287,105,0.53363293,0.45402044,0.043950077
119,171,0.8435409,0.41298008,0.40333995
247,111,0.8479762,0.58763814,0.13733907
984,161,0.2832422,0.48318937,0.5843401
911,55,0.37703076,0.7849683,0.6823081
228,31,0.2717626,0.95500576,0.93327624
552,110,0.84596366,0.41548714,0.6207177
721,25,0.385226,0.29961124,0.12678024
753,169,0.03110214,0.7053908,0.91143525
606,199,0.7766303,0.15655403,0.99815816
215,169,0.52101165,0.8505304,0.7985192
952,176,0.7085469,0.019522341,0.8929361
237,85,0.91158247,0.6088072,0.10893464
462,42,0.5607112,0.07345925,0.21745019
330,21,0.0749797,0.19794835,0.12667874
588,95,0.0029498867,0.057109643,0.9667919
833,181,0.88488096,0.30463547,0.69086254
828,149,0.25130045,0.24451454,0.21404986
170,105,0.44912252,0.19920139,0.9071193
613,80,0.044114605,0.54712117,0.9087266
292,161,0.017219061,0.05987648,0.72088635
678,152,0.48641235,0.3092158,0.0023719526
4,36,0.614209,0.5779548,0.32818988
324,8,0.031646006,0.680124,0.7170408
901,66,0.418006,0.36007082,0.5870286
707,122,0.6176936,0.7761759,0.07468737
548,197,0.020038776,0.6692092,0.8250926
136,25,0.2265154,0.43542317,0.90523636
136,9,0.2628333,0.47056198,0.6886706
257,197,0.30073535,0.382614,0.92591727
474,78,0.022076838,0.08659808,0.32652304
290,40,0.42771935,0.93080926,0.019738609
501,6,0.059862148,0.29940695,0.5548152
71,175,0.09302758,0.23874798,0.6312737
642,194,0.119845875,0.18796168,0.44867632
68,82,0.08351711,0.6085043,0.7041255
164,53,0.9319282,0.9213898,0.50773907
746,148,0.15838021,0.21337704,0.81475884
150,78,0.06283888,0.48897472,0.18806219
81,163,0.046174,0.57110715,0.6958948
370,95,0.048523746,0.74427605,0.46204016
619,147,0.010227023,0.21942872,0.18479967
638,164,0.9498072,0.29161024,0.52158046
335,25,0.5774112,0.59735477,0.22686036
93,12,0.11366717,0.12242746,0.17565528
550,65,0.22467324,0.12932907,0.6929615
138,122,0.08853689,0.40673998,0.82786405
816,141,0.8924564,0.6366313,0.7314363
843,96,0.6537896,0.21686831,0.68381494
758,179,0.6098228,0.87660396,0.0040624393
192,143,0.8672381,0.7982035,0.86293244
640,185,0.32979482,0.29372588,0.2736099
893,29,0.26148427,0.52782875,0.001612006
8,106,0.06262622,0.4853019,0.73400664
64,111,0.16393052,0.33916557,0.65288335
843,160,0.22240391,0.97386503,0.57412225
599,55,0.7245502,0.25070164,0.63510746
106,20,0.7903156,0.70329654,0.7057286
480,76,0.60408705,0.48810464,0.38588345
204,56,0.5743076,0.73152983,0.87488395
74,199,0.43611187,0.41096786,0.5594539
510,1,0.030158354,0.8145077,0.13660842
642,42,0.5377481,0.4918363,0.628228
479,88,0.98735714,0.011518768,0.99775696
212,104,0.9231213,0.56111795,0.46485537
668,26,0.544225,0.91435,0.8500159
301,107,0.8513686,0.07449737,0.42452827
551,29,0.2923911,0.74427474,0.77232856
186,42,0.69174045,0.14794,0.851017
328,8,0.40961847,0.62059855,0.4406057
247,147,0.65759695,0.42017186,0.92745847
190,68,0.030736996,0.7014414,0.49289224
900,4,0.016951887,0.811366,0.3710984
373,31,0.5588012,0.53384537,0.5369571
239,164,0.508907,0.41923562,0.63150394
563,140,0.1599935,0.5071449,0.8946861
332,45,0.17997299,0.12127233,0.35047334
435,19,0.104727276,0.9316889,0.3690809
261,105,0.08920689,0.8724069,0.4893565
395,169,0.5868794,0.7651262,0.26397243
520,131,0.034039266,0.88408417,0.11710149
652,129,0.93471044,0.9033412,0.82634044
85,19,0.50341964,0.32812953,0.78211206
849,136,0.5730047,0.6787831,0.8641087
368,83,0.9992279,0.52744603,0.5038851
402,149,0.7728267,0.33037025,0.8381069
691,179,0.57310474,0.1262276,0.7336137
486,129,0.4003611,0.81485033,0.9039997
526,161,0.5991132,0.6007766,0.8182621
426,122,0.28243223,0.11590022,0.95972085
428,100,0.29793197,0.028424285,0.6641427
311,65,0.2328155,0.37371698,0.28011933
365,45,0.39263105,0.037566744,0.24569695
946,113,0.8055121,0.9115901,0.723326
693,69,0.65640366,0.13119078,0.9964366
476,55,0.226231,0.58849996,0.73319685
893,142,0.5753645,0.38234225,0.64672357
330,18,0.68870336,0.41115293,0.39308882
186,80,0.13905814,0.73787034,0.5086673
934,138,0.885496,0.27707246,0.14467008
24,21,0.89367914,0.3521721,0.8506524
801,137,0.08459979,0.350809,0.3044926
903,180,0.1096642,0.9067367,0.57507294
593,57,0.45252404,0.20853679,0.62912416
83,123,0.049841262,0.15652904,0.42287192
527,197,0.9498995,0.23322603,0.120654844
139,38,0.00054647675,0.57932,0.16500121
256,52,0.05153343,0.73422486,0.64728475
595,90,0.3009094,0.063455254,0.9191549
431,47,0.15305991,0.9046905,0.4719584
805,138,0.53115195,0.72922367,0.7604506
971,74,0.5669587,0.45762786,0.18016082
946,55,0.91654056,0.69769543,0.5092524
837,93,0.28712478,0.31826282,0.46183476
58,190,0.5485065,0.5115316,0.633202
177,46,0.025269033,0.83812976,0.9231061
989,152,0.06655928,0.15195635,0.9424093
85,95,0.08928065,0.83175,0.24905276
62,103,0.09132442,0.87738174,0.3890981
432,22,0.004942628,0.88666344,0.054860316
301,32,0.275245,0.6780656,0.98390746
639,51,0.40392375,0.8640088,0.92235065
225,28,0.49094304,0.17573029,0.753008
588,77,0.02980929,0.9118706,0.59700596
876,175,0.87880945,0.41403258,0.19019336
937,132,0.19569097,0.7359402,0.4098273
774,156,0.95615715,0.96956307,0.1345178
343,93,0.04580683,0.72389144,0.057866205
21,164,0.59134454,0.31771708,0.5346253
745,79,0.5270886,0.07710906,0.81308633
746,69,0.35712436,0.43404078,0.994951
149,10,0.28229287,0.28889725,0.31557
791,65,0.27656454,0.074686535,0.81642896
524,184,0.8095836,0.62212044,0.8489061
560,50,0.021243999,0.42563614,0.9312402
936,28,0.35782492,0.110150754,0.44301257
508,40,0.13969843,0.041883104,0.36633205
733,137,0.6878404,0.9099214,0.26717833
658,148,0.9872134,0.43009487,0.22605914
31,166,0.24706548,0.7129033,0.9493972
52,106,0.29399556,0.117434144,0.23411283
878,87,0.13708091,0.4142084,0.53213
135,62,0.84332824,0.37800536,0.24924253
175,5,0.36751175,0.43555233,0.11644904
991,183,0.40801662,0.9141767,0.45828867
780,35,0.34206113,0.69313455,0.42063957
519,197,0.71703047,0.23340456,0.313126
215,55,0.732232,0.9209514,0.17204961
304,84,0.062255464,0.8086396,0.6957597
875,193,0.05780119,0.43666106,0.8964975
974,1,0.38756186,0.64629644,0.72252506
866,80,0.6854043,0.77489966,0.829933
935,75,0.07479474,0.040576857,0.11797354
17,34,0.381725,0.73656034,0.26910466
185,183,0.5266694,0.89187765,0.64980257
634,78,0.1574521,0.093834855,0.28181773
460,167,0.029044049,0.43324152,0.4778241
733,140,0.55600744,0.21553834,0.76427686
968,23,0.26957923,0.35510632,0.5167763
388,127,0.33236757,0.5144801,0.44920737
802,15,0.26682803,0.99067605,0.7633446
926,18,0.7911226,0.54157615,0.2317495
256,152,0.2222315,0.42230302,0.98272336
378,27,0.011886842,0.51854646,0.41849414
499,194,0.7466557,0.13718319,0.051135235
216,193,0.5056743,0.57888794,0.23761153
792,116,0.017809391,0.96783704,0.82800317
598,196,0.15736009,0.17283937,0.26703215
561,106,0.42231736,0.811019,0.26091024
880,154,0.2156409,0.72709435,0.3483824
138,121,0.31228778,0.5676391,0.012207367
941,149,0.19519629,0.606012,0.25483707
515,5,0.7470834,0.3769552,0.47178712
232,142,0.2848581,0.384811,0.75969124
141,192,0.47578183,0.64391744,0.5831448
906,148,0.390078,0.28702456,0.484927
460,117,0.3112094,0.23419817,0.13331418
181,138,0.9997575,0.7389616,0.493203
499,105,0.20505506,0.47770745,0.71490073
315,127,0.94699174,0.87846255,0.78363335
672,113,0.3613422,0.27813047,0.49539948
802,150,0.3479994,0.045174856,0.12738732
870,189,0.32628945,0.26909196,0.42024302
787,50,0.93498445,0.42466184,0.6083764
580,167,0.9260575,0.78837895,0.1387954
927,131,0.79541826,0.27235323,0.6055597
21,141,0.8620888,0.89323324,0.6893961
207,42,0.5496242,0.46909705,0.5340131
250,31,0.98923016,0.64776516,0.712367
865,84,0.5407628,0.13267815,0.7022634
72,174,0.3037387,0.56721205,0.593934
910,77,0.5263929,0.44942167,0.53014785
100,158,0.03201508,0.31255135,0.42238793
61,112,0.082061365,0.05147655,0.7562758
343,145,0.35140586,0.7305992,0.05968715
201,119,0.5339947,0.7090235,0.23138766
270,176,0.05435325,0.21919306,0.67474294
342,196,0.050447896,0.8929949,0.009901182
945,144,0.8403619,0.54937154,0.8966867
811,104,0.062396135,0.59758794,0.6140233
797,167,0.04064969,0.25274983,0.79945254
65,199,0.3784592,0.86448973,0.8576606
700,107,0.097272545,0.19395816,0.60280097
946,85,0.6235221,0.46337745,0.8683614
689,180,0.0544609,0.09543244,0.81982183
878,104,0.35089654,0.7984101,0.6029599
643,40,0.6674642,0.45468166,0.5870403
914,167,0.38893065,0.77154535,0.39219958
762,116,0.61075443,0.81801957,0.2742338
460,104,0.92749184,0.67401075,0.7947065
892,149,0.10431646,0.3332148,0.6906122
744,110,0.5843221,0.840831,0.057309482
593,113,0.8675625,0.29135653,0.47563
494,78,0.5795337,0.8018414,0.9133996
275,84,0.47628653,0.53849405,0.37129542
969,100,0.61596847,0.27390242,0.5282041
414,186,0.5621046,0.97508377,0.58960867
455,50,0.6191266,0.4142315,0.10351141
68,121,0.38105705,0.06616477,0.33574963
476,192,0.83739305,0.35971963,0.025712527
69,119,0.93622994,0.5268382,0.98411256
420,0,0.07217609,0.051703475,0.39369336
710,192,0.51828307,0.99183166,0.60933405
996,42,0.7485786,0.3887157,0.2527915
444,159,0.05469435,0.77950436,0.064407535
899,51,0.56646866,0.19230378,0.46211585
691,81,0.13790868,0.30779502,0.571076
43,57,0.33524144,0.22539213,0.23364812
131,36,0.06748699,0.8497717,0.63289905
695,30,0.8847556,0.25118804,0.4582637
700,81,0.03178294,0.094829604,0.97677743
608,131,0.9355399,0.6338795,0.6273555
522,29,0.75917315,0.77002937,0.38488665
166,59,0.8645089,0.61076003,0.33300185
993,37,0.7755294,0.79880005,0.82103145
742,16,0.37865293,0.9340759,0.018722637
966,183,0.12544201,0.24279925,0.59443116
769,143,0.49297985,0.8492007,0.91947025
160,51,0.26049584,0.9478083,0.77309114
186,139,0.9983387,0.9703939,0.15223211
537,187,0.43478456,0.446345,0.4534664
301,59,0.2348243,0.19459979,0.046763603
89,147,0.038257398,0.017187605,0.031125916
14,121,0.44151342,0.14035963,0.50720584
722,8,0.2644747,0.025417497,0.5615216
465,100,0.64417255,0.9126926,0.92795813
270,26,0.90751046,0.15129286,0.8469646
212,0,0.17880593,0.08155533,0.77637833
872,123,0.3062872,0.75606835,0.48349595
323,2,0.009876065,0.13629824,0.70522386
986,123,0.4055719,0.6771005,0.7000848
742,168,0.8006874,0.8869156,0.6754277
672,115,0.7866113,0.6283108,0.3202815
763,188,0.07298719,0.23921557,0.02814409
297,59,0.007242249,0.8728568,0.34127277
652,61,0.15985192,0.48294592,0.996986
275,116,0.84133536,0.6375036,0.23871051
246,121,0.48731747,0.998646,0.71495605
385,158,0.0023108332,0.6974438,0.16745074
327,159,0.8538967,0.42281264,0.9934679
65,9,0.92860126,0.30023414,0.2052083
679,36,0.7085341,0.21111569,0.184143
481,112,0.5974555,0.9066631,0.27277085
122,137,0.06991247,0.62619644,0.7949278
19,186,0.19524631,0.08897546,0.999534
175,96,0.2326835,0.13175733,0.10417223
695,13,0.3300878,0.90957433,0.6614203
155,87,0.32789576,0.38716763,0.94739246
427,2,0.50569737,0.23540626,0.006429599
138,77,0.25466454,0.14269395,0.8676147
872,91,0.76243055,0.75796497,0.15265699
654,101,0.38041356,0.597881,0.7120327
384,85,0.1397264,0.3225395,0.4706221
164,99,0.4106153,0.18545286,0.92510104
929,185,0.74079263,0.9332579,0.8784897
189,5,0.094410256,0.14661561,0.7563634
652,20,0.54774535,0.13947704,0.122121096
387,22,0.68614644,0.26953384,0.64219713
909,184,0.8008541,0.6203506,0.7932706
449,165,0.039880063,0.6616019,0.0686301
131,4,0.049621113,0.1148521,0.30165097
162,0,0.06749436,0.027904091,0.826371
553,152,0.65695834,0.16914302,0.671269
591,198,0.22391243,0.7064186,0.6467518
21,7,0.50738263,0.75926906,0.9973925
947,174,0.15491906,0.21507299,0.5592443
717,193,0.030851172,0.4756399,0.97566324
351,182,0.82100266,0.9709182,0.8819257
53,139,0.02533083,0.62213916,0.46790978
559,140,0.6363706,0.49212876,0.7748569
273,52,0.56227726,0.6556069,0.22743812
550,99,0.73725843,0.7547668,0.55068606
562,152,0.07621955,0.8023054,0.17421076
846,165,0.5869093,0.64805776,0.032075353
523,190,0.6918958,0.1649613,0.93497676
948,191,0.23966354,0.48092568,0.26998457
18,3,0.006224038,0.79596996,0.8511929
316,28,0.08695029,0.88812166,0.11804742
163,148,0.77618957,0.23113202,0.5016204
273,127,0.33851582,0.30635953,0.33021605
920,184,0.30170545,0.26374313,0.27692375
462,44,0.32081103,0.64869183,0.6793489
868,30,0.8704984,0.0623244,0.88687545
959,180,0.032100923,0.40313983,0.053270478
746,67,0.49201763,0.19087975,0.9024491
191,73,0.081862226,0.06053629,0.43099773
580,111,0.7505598,0.3933141,0.65429646
487,22,0.034115072,0.83905846,0.7845
413,30,0.3271657,0.6019673,0.5717835
151,94,0.08049456,0.19765633,0.2676022
137,56,0.80625224,0.5200332,0.45733353
419,54,0.6366369,0.5937225,0.8437359
139,121,0.9396344,0.3489926,0.18625322
987,136,0.2341802,0.8274832,0.04715215
546,53,0.77698296,0.8753965,0.27053723
0,82,0.6901345,0.7875191,0.4383551
880,18,0.40848222,0.7429894,0.46811765
536,54,0.46203232,0.5857096,0.8657766
668,33,0.60464656,0.8827418,0.26436245
34,6,0.9811548,0.52199936,0.32235867
460,45,0.8472208,0.7865214,0.05907116
588,80,0.039102904,0.14866538,0.36618906
716,38,0.14290427,0.0116377,0.749666
352,177,0.5994656,0.3120826,0.23972425
521,172,0.055527173,0.25345013,0.6628016
116,142,0.024064707,0.19379951,0.6718088
70,25,0.7133481,0.060411226,0.3970477
582,51,0.41217875,0.096430056,0.46907628
761,13,0.6829921,0.026076213,0.76791525
629,113,0.8223366,0.96393645,0.9205698
95,46,0.13718073,0.14041135,0.72173387
861,127,0.068211265,0.7338062,0.62634104
969,91,0.8834629,0.15623261,0.3419413
893,77,0.14569858,0.62468004,0.28146005
319,75,0.15379423,0.5888301,0.4857962
904,145,0.6645566,0.09752387,0.96457076
526,192,0.7555306,0.033021588,0.012800064
810,18,0.036408134,0.061559692,0.6745666
637,158,0.006922488,0.31252837,0.97908795
803,133,0.027504008,0.2753269,0.026708072
766,190,0.82033676,0.73634166,0.513781
912,72,0.11342787,0.39479393,0.9431312
194,53,0.44564322,0.822112,0.1322126
317,162,0.68829334,0.621168,0.4428987
266,83,0.71272737,0.4459036,0.7671015
811,172,0.016652163,0.59846616,0.2625361
109,140,0.69955176,0.10149186,0.20386778
367,195,0.40108392,0.2882818,0.52645004
243,102,0.7132799,0.22270355,0.975236
621,23,0.09259799,0.6383293,0.41965434
639,94,0.030822659,0.21217443,0.3797077
33,6,0.06487703,0.03844861,0.26737338
769,51,0.5812451,0.6544901,0.14498347
92,77,0.40616566,0.43081528,0.7520907
963,89,0.032047935,0.78701544,0.43319544
400,58,0.07958739,0.40709183,0.52531296
719,82,0.6002512,0.27978358,0.10792479
683,192,0.08931295,0.36236355,0.28751114
804,179,0.36372107,0.5451476,0.84265924
834,1,0.5760294,0.49468586,0.42059973
414,153,0.53821105,0.319851,0.84351003
289,136,0.77627057,0.63265944,0.9567835
71,156,0.10300457,0.12296272,0.99728864
172,81,0.5542627,0.59566456,0.81833136
453,195,0.6116713,0.74679804,0.0665321
449,19,0.32071853,0.39879346,0.36599022
252,171,0.023990907,0.0020284557,0.10683961
685,140,0.6748584,0.034364797,0.4930638
899,174,0.39223072,0.017756904,0.43225536
830,61,0.31611305,0.17448272,0.09580807
399,85,0.09297419,0.6147893,0.7458633
553,142,0.15234737,0.24602778,0.6820283
324,89,0.015714344,0.7285824,0.48522016
20,187,0.02640019,0.631697,0.22951832
559,156,0.033571888,0.6107054,0.8914895
583,127,0.43404117,0.5221236,0.9229027
684,31,0.8897505,0.25440145,0.7491617
799,113,0.8484127,0.25379586,0.25347197
839,90,0.0037027316,0.29962882,0.519495
698,32,0.99911404,0.45055348,0.21041486
540,104,0.05460195,0.4126068,0.50810933
500,152,0.22610377,0.9798034,0.8371978
145,162,0.30999103,0.6811536,0.68521106
871,166,0.0011582738,0.78226316,0.3135223
176,95,0.17198028,0.08181243,0.44382483
435,80,0.7643679,0.39980304,0.088424124
229,77,0.070495196,0.9198648,0.5900799
268,197,0.10835105,0.03870636,0.8149414
241,19,0.05553811,0.38448703,0.5265745
932,32,0.6269168,0.14236693,0.28657714
48,124,0.6293929,0.7393655,0.9992433
48,93,0.19376859,0.10758152,0.6714592
437,91,0.20189169,0.01194466,0.036610864
780,46,0.62722343,0.98152053,0.2243425
794,18,0.52448505,0.6797937,0.47709024
14,19,0.0033939527,0.06711643,0.3016828
908,64,0.23849371,0.5731013,0.72922176
606,106,0.69871956,0.48995495,0.5795067
255,107,0.8467163,0.66865575,0.6379118
524,119,0.34339046,0.6795313,0.958005
831,77,0.354326,0.18543667,0.44650146
737,50,0.09485593,0.8394012,0.072710074
811,180,0.04423281,0.6333991,0.1759021
674,167,0.1446435,0.29594356,0.39748228
389,148,0.10756988,0.761436,0.083995044
673,173,0.81968486,0.50861067,0.072707824
860,96,0.52467996,0.6140825,0.45172372
547,140,0.95854324,0.50917983,0.71534944
309,139,0.07837099,0.78510517,0.44576514
148,117,0.084684074,0.97283566,0.899998
939,110,0.4318921,0.64795387,0.6794427
7,149,0.7078106,0.82527107,0.17652208
969,42,0.8155662,0.617086,0.85346293
528,66,0.8482931,0.5995884,0.91003734
653,121,0.34674105,0.7133,0.731935
968,130,0.9577637,0.83748496,0.24400939
246,194,0.40617573,0.8169122,0.6660067
604,43,0.5024519,0.7727955,0.29856783
452,29,0.29222414,0.59408844,0.325571
688,115,0.020322299,0.67764825,0.11822634
347,38,0.4039942,0.26110852,0.56327826
261,85,0.05570489,0.7958851,0.7410457
622,152,0.9759637,0.41911238,0.36852154
128,79,0.7257269,0.73237985,0.92307687
292,32,0.7768651,0.18375121,0.18716754
